WKT,latitude,longitude,street,postalcode,city,description
"POINT (5.19064 52.01243)",52.01243,5.19064,Fluweelmos, 3994 KS, Houten,https://waarneming.nl/observation/353636269/
"POINT (5.79248 52.37964)",52.37964,5.79248,Beukenlaan, 8072 DH, Nunspeet,https://waarneming.nl/observation/353676446/
"POINT (4.71088 52.30501)",52.30501,4.71088,Hendrik Andriessenlaan, 2132 KG, Hoofddorp,https://waarneming.nl/observation/354242614/
"POINT (5.21494 52.29247)",52.29247,5.21494,Nieuwe Bussummerweg, 1272 CL, Huizen,https://waarneming.nl/observation/354112320/
"POINT (5.05549 52.02834)",52.02834,5.05549,Omloop Oost, 3402 ZT, IJsselstein,https://waarneming.nl/observation/354196970/
"POINT (5.43775 52.2722)",52.27220,5.43775,Wielseweg, 3896 MB, Zeewolde,https://waarneming.nl/observation/354391750/
"POINT (6.26032 51.95616)",51.95616,6.26032,Sambredal, 7007 HS, Doetinchem,https://waarneming.nl/observation/354565404/
"POINT (5.83775 51.82754)",51.82754,5.83775,Slotemaker de Bruïneweg, 6532 AD, Nijmegen,https://waarneming.nl/observation/354646864/
"POINT (5.22556 52.2193)",52.21930,5.22556,Zandheuvelweg, 3744 NA, Baarn,https://waarneming.nl/observation/354645745/
"POINT (5.80871 51.79787)",51.79787,5.80871,Weezenhof, 6536 HC, Nijmegen,https://waarneming.nl/observation/354927816/
"POINT (5.52321 52.02832)",52.02832,5.52321,Jan Campertweg, 3906 XJ, Veenendaal,https://waarneming.nl/observation/354996263/
"POINT (5.5229 52.22021)",52.22021,5.52290,Bloemendaalseweg, 3862 RN, Nijkerk,https://waarneming.nl/observation/355027267/
"POINT (5.60605 52.19218)",52.19218,5.60605,Vincent van Goghstraat, 3781 XN, Voorthuizen,https://waarneming.nl/observation/355170459/
"POINT (5.3819 52.01625)",52.01625,5.38190,Broekweg, 3956 NE, Leersum,https://waarneming.nl/observation/357679493/
"POINT (5.71519 51.9742)",51.97420,5.71519,Kortenburg, 6704 AV, Wageningen,https://waarneming.nl/observation/355516850/
"POINT (5.68747 51.9987)",51.99870,5.68747,Bosmeesterskamp, 6721 AJ, Bennekom,https://waarneming.nl/observation/356127982/
"POINT (5.77909 52.37518)",52.37518,5.77909,Rode-Kruislaan, 8071 GL, Nunspeet,https://waarneming.nl/observation/355679629/
"POINT (5.31884 52.05474)",52.05474,5.31884,Hydeparklaan, 3941 ZK, Doorn,https://waarneming.nl/observation/355750626/
"POINT (5.19037 52.21914)",52.21914,5.19037,Oude Amersfoortseweg, 1212 AA, Hilversum,https://waarneming.nl/observation/355812254/
"POINT (4.94992 52.05485)",52.05485,4.94992,Mastwijkerdijk, 3417 BP, Montfoort,https://waarneming.nl/observation/355833477/
"POINT (6.39261 51.88231)",51.88231,6.39261,Bosweg, 7083 AA, Voorst,https://waarneming.nl/observation/355932674/
"POINT (6.12962 51.93709)",51.93709,6.12962,Schoolstraat, 6942 AK, Didam,https://waarneming.nl/observation/356161113/
"POINT (6.71261 51.97234)",51.97234,6.71261,Anemoonstraat, 7101 EC, Winterswijk,https://waarneming.nl/observation/356235310/
"POINT (5.26525 52.05293)",52.05293,5.26525,Fuut, 3972 RD, Driebergen-Rijsenburg,https://waarneming.nl/observation/356430650/
"POINT (5.83681 51.9922)",51.99220,5.83681,Christiaan de Wetstraat, 6861 DL, Oosterbeek,https://waarneming.nl/observation/356729442/
"POINT (6.45167 52.08947)",52.08947,6.45167,Wilhelminalaan, 7261 BP, Ruurlo,https://waarneming.nl/observation/356631248/
"POINT (5.69808 51.98981)",51.98981,5.69808,Otterlaan, 6705 CJ, Wageningen-Hoog,https://waarneming.nl/observation/356674422/
"POINT (6.2532 51.877)",51.87700,6.25320,Krokusstraat, 7041 DW, 's-Heerenberg,https://waarneming.nl/observation/356753819/
